judul,vektor
"perbandingan optimasi algoritma random forest menggunakan  teknik boosting (xgboost dan adaboost) 
terhadap kasus klasifikasi churn pelanggan di industri telekomunikasi","[-0.293, -0.1277, 0.1105, -0.3943, -0.4264, 0.2713, -0.3916, 0.4479, 0.1234, 0.0677, -0.1432, 0.3169, 0.1085, 0.3012, -0.2405, 0.482, -0.3823, 0.2078, 0.3143, -0.355, 0.373, -0.2398, -0.5433, 0.6179, 0.0886, -0.05, 0.4881, 0.4058, 0.0631, -0.0102, -0.1516, 0.0288, 0.3182, -0.1195, 0.1136, 0.0617, -0.2255, -0.3592, -0.4928, 0.1349, 0.2384, 0.0028, 0.3712, 0.1137, 0.2062, -0.3848, -0.2723, 0.0059, -0.0287, 0.4982]"
"analisis algoritma gaussian naïve bayes terhadap klasifikasidata pasien demam tifoid (typhoid fever) di puskesmas balung
jember","[-0.2868, -0.1313, 0.1049, -0.3941, -0.4276, 0.2664, -0.3881, 0.4449, 0.1234, 0.0699, -0.1438, 0.3217, 0.1123, 0.3031, -0.2443, 0.4828, -0.3805, 0.2085, 0.3136, -0.3581, 0.3705, -0.241, -0.5417, 0.6219, 0.0838, -0.0483, 0.4948, 0.4046, 0.0627, -0.0123, -0.1478, 0.0358, 0.3199, -0.1208, 0.1081, 0.061, -0.2256, -0.3587, -0.4918, 0.1324, 0.2408, 0.0121, 0.3731, 0.1185, 0.2069, -0.388, -0.2762, 0.0058, -0.033, 0.498]"
perbandingan tools forensik digital untuk mendukung kinerja analisis bukti digital menggunakan metode nist,"[-0.2878, -0.1251, 0.1104, -0.389, -0.4228, 0.2707, -0.3818, 0.4465, 0.1205, 0.0637, -0.1408, 0.3085, 0.1049, 0.292, -0.2346, 0.4733, -0.3784, 0.2023, 0.311, -0.3487, 0.3673, -0.2323, -0.5335, 0.6088, 0.089, -0.0487, 0.4778, 0.3993, 0.0616, -0.0089, -0.1537, 0.0244, 0.3099, -0.117, 0.1167, 0.0569, -0.2211, -0.3553, -0.4853, 0.1333, 0.2348, -0.0002, 0.364, 0.1105, 0.2024, -0.379, -0.2642, 0.0071, -0.0238, 0.4885]"
klasifikasi kategori pertandingan atlet silat perisai diri menggunakan metode gaussian naïve bayes berbasis web,"[-0.2872, -0.1278, 0.1094, -0.3926, -0.4249, 0.2701, -0.3862, 0.4459, 0.1216, 0.0659, -0.1423, 0.3132, 0.1093, 0.2957, -0.2378, 0.4777, -0.3796, 0.2055, 0.3111, -0.3524, 0.3702, -0.2368, -0.5383, 0.6146, 0.087, -0.0477, 0.4855, 0.403, 0.0625, -0.0097, -0.151, 0.0295, 0.3142, -0.1186, 0.1123, 0.0593, -0.2251, -0.3572, -0.4887, 0.1339, 0.2388, 0.0037, 0.369, 0.1131, 0.2045, -0.3819, -0.2696, 0.0073, -0.0276, 0.4928]"
klasifikasi gagal jantung berdasarkan gejala menggunakan metode mknn (modifiedik-nearest neighbor),"[-0.2773, -0.1195, 0.1038, -0.3743, -0.4072, 0.2617, -0.3706, 0.4294, 0.117, 0.0629, -0.1375, 0.2991, 0.1033, 0.2822, -0.2258, 0.4565, -0.3654, 0.1956, 0.2995, -0.3368, 0.3544, -0.2267, -0.5138, 0.5888, 0.0844, -0.0457, 0.4636, 0.3835, 0.0594, -0.0083, -0.1455, 0.0273, 0.2993, -0.1134, 0.1102, 0.0581, -0.2133, -0.3413, -0.4701, 0.127, 0.2263, 0.0011, 0.3521, 0.1094, 0.1966, -0.3683, -0.2578, 0.0056, -0.0238, 0.4739]"
deteksi penyakit daun teh menggunakan metode convolutional neural network,"[-0.2918, -0.1262, 0.1111, -0.3937, -0.4302, 0.2758, -0.3861, 0.4543, 0.1238, 0.0674, -0.1442, 0.3137, 0.1072, 0.294, -0.2351, 0.4796, -0.3844, 0.2068, 0.3172, -0.3533, 0.3708, -0.2372, -0.5397, 0.6203, 0.0873, -0.0478, 0.4875, 0.4029, 0.0642, -0.0103, -0.1544, 0.0266, 0.3143, -0.1177, 0.1181, 0.0593, -0.2256, -0.3568, -0.4948, 0.136, 0.2377, 0.0013, 0.3697, 0.1147, 0.2046, -0.384, -0.2702, 0.0057, -0.0244, 0.4973]"
"klasifikasi sentimen terhadap penyelenggaraan haji indonesia tahun 2023 melalui twitter menggunakan teknik
balancing dan metode gaussian naive bayes","[-0.2856, -0.1286, 0.1045, -0.3901, -0.4185, 0.2642, -0.384, 0.4408, 0.1219, 0.0678, -0.1424, 0.3159, 0.1095, 0.2976, -0.2379, 0.4772, -0.3769, 0.2064, 0.3075, -0.3537, 0.3663, -0.238, -0.5348, 0.613, 0.0841, -0.0485, 0.4872, 0.3993, 0.0594, -0.0105, -0.1477, 0.0328, 0.315, -0.1195, 0.109, 0.0602, -0.2232, -0.3546, -0.486, 0.1316, 0.2376, 0.0085, 0.3681, 0.1158, 0.2052, -0.3807, -0.2707, 0.0061, -0.0288, 0.4923]"
sistem pakar diagnosa penyakit tanaman buah naga menggunakan metode hybrid case based berbasis web,"[-0.2975, -0.128, 0.1111, -0.4029, -0.4363, 0.2837, -0.3971, 0.463, 0.1259, 0.0642, -0.1438, 0.3192, 0.1092, 0.2991, -0.2412, 0.4881, -0.3917, 0.2083, 0.3241, -0.3599, 0.3805, -0.2397, -0.5491, 0.6295, 0.0933, -0.0526, 0.4944, 0.4126, 0.0639, -0.0049, -0.1593, 0.022, 0.3182, -0.1211, 0.122, 0.0603, -0.2289, -0.3664, -0.505, 0.1378, 0.2416, -0.0041, 0.3754, 0.1141, 0.2112, -0.3893, -0.272, 0.0072, -0.0239, 0.5071]"
"pengaruh teknik smote terhadap prediksi harapan hidup penderita penyakit hepatitis menggunakan
algoritma k-nearest neighbor","[-0.2825, -0.1289, 0.104, -0.3862, -0.4192, 0.2629, -0.3818, 0.438, 0.1206, 0.0692, -0.1411, 0.3154, 0.1099, 0.296, -0.2377, 0.4744, -0.3752, 0.2047, 0.3072, -0.35, 0.3645, -0.2378, -0.5316, 0.6116, 0.0837, -0.0458, 0.4861, 0.3971, 0.0603, -0.0105, -0.1435, 0.0355, 0.3129, -0.1179, 0.1057, 0.0599, -0.2229, -0.35, -0.4837, 0.1305, 0.2355, 0.0111, 0.365, 0.1153, 0.2022, -0.3808, -0.2732, 0.0047, -0.0312, 0.4896]"
sistem pakar diagnosa penyakit anemia menggunakan metode certainty factor dan forward chaining berbasis android,"[-0.2919, -0.1237, 0.111, -0.391, -0.4257, 0.2781, -0.3872, 0.4497, 0.1223, 0.0634, -0.1416, 0.31, 0.105, 0.2899, -0.2342, 0.4749, -0.3793, 0.2018, 0.314, -0.3486, 0.3694, -0.236, -0.5358, 0.6131, 0.0914, -0.0512, 0.4783, 0.4016, 0.0615, -0.0063, -0.1532, 0.0238, 0.3117, -0.1158, 0.1175, 0.0577, -0.2244, -0.3575, -0.4913, 0.1341, 0.2348, -0.0005, 0.3666, 0.1129, 0.2053, -0.3806, -0.266, 0.0074, -0.0238, 0.4969]"
klasifikasi penyakit gagal jantung menggunakan algoritma k-nearest neighbor dengan  fitur seleksi backward elimination,"[-0.291, -0.1279, 0.109, -0.3942, -0.4277, 0.2725, -0.3916, 0.4488, 0.1243, 0.0683, -0.1447, 0.3173, 0.11, 0.298, -0.24, 0.4824, -0.3828, 0.2071, 0.3144, -0.3537, 0.3729, -0.2405, -0.5406, 0.6203, 0.087, -0.0499, 0.4899, 0.4036, 0.0626, -0.0098, -0.1502, 0.032, 0.3156, -0.1194, 0.1119, 0.0614, -0.2254, -0.3579, -0.4933, 0.1343, 0.2383, 0.0047, 0.3719, 0.1156, 0.2056, -0.3873, -0.2736, 0.0059, -0.0273, 0.4981]"
klasifikasi penjurusan siswa sma negeri 2 situbondo  menggunakan metode k-nearest neighbor (knn),"[-0.2928, -0.1306, 0.1089, -0.4, -0.4318, 0.2721, -0.3917, 0.4566, 0.1236, 0.0695, -0.1455, 0.3233, 0.1109, 0.3033, -0.2424, 0.4869, -0.3861, 0.2101, 0.3196, -0.3586, 0.3769, -0.2436, -0.5468, 0.6278, 0.0887, -0.0497, 0.4978, 0.4092, 0.0635, -0.0113, -0.153, 0.0332, 0.3194, -0.1206, 0.1105, 0.0607, -0.2283, -0.3611, -0.4991, 0.1339, 0.2434, 0.0058, 0.376, 0.1154, 0.2058, -0.3899, -0.2791, 0.0052, -0.0282, 0.5036]"
analisis data mining dengan metode naive bayes multinomial  terhadap klasifikasi judul pemberitaan,"[-0.2786, -0.1241, 0.1054, -0.3808, -0.4131, 0.2626, -0.373, 0.4351, 0.1182, 0.0643, -0.1379, 0.3057, 0.1052, 0.2877, -0.2316, 0.4633, -0.3687, 0.1988, 0.3036, -0.343, 0.359, -0.2317, -0.5217, 0.5976, 0.0828, -0.0475, 0.4734, 0.3913, 0.0604, -0.0094, -0.1477, 0.031, 0.3054, -0.116, 0.1071, 0.057, -0.2171, -0.3467, -0.4768, 0.1291, 0.2317, 0.005, 0.358, 0.1116, 0.1976, -0.3724, -0.2624, 0.0075, -0.0269, 0.4799]"
klasifikasi atlet karate menggunakan algoritma rough set pada dojo shinkyokushin roxy jember ,"[-0.2917, -0.1284, 0.111, -0.3958, -0.4292, 0.2715, -0.3877, 0.4521, 0.1208, 0.0647, -0.1426, 0.3163, 0.1079, 0.2964, -0.2386, 0.4811, -0.383, 0.2051, 0.3159, -0.3531, 0.3732, -0.2389, -0.5418, 0.6181, 0.0876, -0.0469, 0.4886, 0.4045, 0.0629, -0.0104, -0.1546, 0.028, 0.3141, -0.1168, 0.1138, 0.0582, -0.2237, -0.3586, -0.4928, 0.1356, 0.2385, 0.0026, 0.3701, 0.1125, 0.2042, -0.3846, -0.2714, 0.0079, -0.0272, 0.4957]"
prototype sistem monitoring meteran air pt pdam jember berbasis internet of things dengan menggunakan web,"[-0.3034, -0.1301, 0.1169, -0.4105, -0.4457, 0.2879, -0.4001, 0.4721, 0.1246, 0.0666, -0.1491, 0.3227, 0.1096, 0.3049, -0.2439, 0.498, -0.3993, 0.2138, 0.3296, -0.3677, 0.3855, -0.2438, -0.5612, 0.642, 0.0934, -0.049, 0.5024, 0.4227, 0.0653, -0.0082, -0.1628, 0.0222, 0.3276, -0.123, 0.1241, 0.0571, -0.2343, -0.3763, -0.5124, 0.1402, 0.2468, -0.0039, 0.3825, 0.1151, 0.2132, -0.3973, -0.2785, 0.009, -0.0244, 0.5121]"
sistem pengawasan suhu dan waktu pemberian nutrisi pada tanaman hidroponik berbasis internet of things,"[-0.2855, -0.1227, 0.1099, -0.3856, -0.4205, 0.2718, -0.3777, 0.4452, 0.1178, 0.0628, -0.1399, 0.3072, 0.1052, 0.2876, -0.231, 0.4674, -0.3752, 0.2035, 0.3097, -0.3445, 0.3626, -0.2299, -0.5269, 0.6033, 0.0879, -0.048, 0.4748, 0.3968, 0.0622, -0.008, -0.1515, 0.0231, 0.3079, -0.1169, 0.1149, 0.0546, -0.2214, -0.3526, -0.4816, 0.1316, 0.2334, -0.0007, 0.3614, 0.1099, 0.2006, -0.3754, -0.2612, 0.0077, -0.0236, 0.4841]"
"analisis kualitas layanan ftp dan video conference  pada jaringan manet (mobile ad hoc network) 
menggunakan simulator opnet modeler 14.5","[-0.2964, -0.1276, 0.114, -0.3991, -0.4349, 0.2773, -0.3894, 0.4588, 0.1217, 0.0649, -0.1449, 0.317, 0.1082, 0.297, -0.2397, 0.4865, -0.3891, 0.2098, 0.3198, -0.3569, 0.3763, -0.2402, -0.5485, 0.6267, 0.0905, -0.0476, 0.4908, 0.4114, 0.0646, -0.0087, -0.1582, 0.0235, 0.3201, -0.1217, 0.1204, 0.0572, -0.2278, -0.3653, -0.4993, 0.1366, 0.2405, -0.0002, 0.3729, 0.1131, 0.2072, -0.3867, -0.2728, 0.0092, -0.0241, 0.5002]"
"penerapan metode simple additive weighting dalam sistem pendukung keputusan untuk penilaian pegawai terbaik
di rs bhayangkara bondowoso","[-0.2869, -0.1235, 0.1125, -0.3892, -0.4255, 0.2731, -0.3817, 0.4497, 0.1206, 0.063, -0.1415, 0.3093, 0.1044, 0.2916, -0.233, 0.4751, -0.3806, 0.2037, 0.3126, -0.3502, 0.3694, -0.2332, -0.5364, 0.6117, 0.0896, -0.0484, 0.4794, 0.4006, 0.0625, -0.0071, -0.1549, 0.0243, 0.3107, -0.1175, 0.1182, 0.0566, -0.2223, -0.3571, -0.4887, 0.1327, 0.2345, -0.0034, 0.3638, 0.112, 0.2033, -0.3798, -0.2654, 0.008, -0.0217, 0.4913]"
"klasifikasi pendapat masyarakat terhadap penggunaan vaksin dalam mengantisipasi covid-19 
menggunakan teknik sentimen analisis berbasis naive bayes","[-0.2904, -0.1334, 0.1096, -0.4025, -0.434, 0.2704, -0.3926, 0.4543, 0.1258, 0.0703, -0.146, 0.3233, 0.1136, 0.3051, -0.2465, 0.4899, -0.3886, 0.2101, 0.3177, -0.3649, 0.3785, -0.2445, -0.551, 0.6314, 0.0843, -0.0498, 0.5021, 0.412, 0.0634, -0.0115, -0.1533, 0.0369, 0.3246, -0.1231, 0.1097, 0.0601, -0.2288, -0.3651, -0.5001, 0.1365, 0.2451, 0.0097, 0.3795, 0.1202, 0.2087, -0.3927, -0.279, 0.0075, -0.0295, 0.5043]"
clustering untuk menentukan strategi promosi universitas muhammadiyah jember dengan algoritma k-medoids,"[-0.288, -0.1224, 0.1141, -0.3915, -0.4356, 0.2683, -0.3832, 0.4481, 0.1182, 0.0624, -0.1435, 0.306, 0.1034, 0.2952, -0.2368, 0.4793, -0.3844, 0.2055, 0.3191, -0.3568, 0.3724, -0.2333, -0.5411, 0.6219, 0.0881, -0.0453, 0.4808, 0.4054, 0.0637, -0.0109, -0.1532, 0.0252, 0.3146, -0.1149, 0.1213, 0.0539, -0.2221, -0.3623, -0.4904, 0.1334, 0.233, -0.0058, 0.3683, 0.1124, 0.2025, -0.3821, -0.2685, 0.0057, -0.023, 0.4883]"
"analisa perbandingan metode double moving average dan metode double exponential
smoothing (holt) dalam peramalan harga gabah kering panen di tingkat petani ","[-0.3085, -0.1303, 0.1133, -0.4104, -0.44, 0.2878, -0.4004, 0.461, 0.1291, 0.0748, -0.1492, 0.3234, 0.1054, 0.3041, -0.2457, 0.4975, -0.3993, 0.2122, 0.3274, -0.3653, 0.3841, -0.2471, -0.5569, 0.6353, 0.0964, -0.051, 0.5025, 0.4213, 0.0591, -0.0071, -0.1587, 0.0149, 0.3288, -0.1253, 0.1244, 0.0578, -0.232, -0.3747, -0.5086, 0.141, 0.249, -0.0064, 0.3866, 0.1103, 0.2128, -0.3976, -0.2733, 0.0068, -0.0235, 0.5102]"
diagnosa penyakit pada tanaman tembakau di kabupaten jember dengan menggunakan metode fuzzy k-nearest neighbor,"[-0.2924, -0.126, 0.1111, -0.3958, -0.4345, 0.2782, -0.3909, 0.4576, 0.1241, 0.0656, -0.145, 0.3161, 0.1089, 0.2978, -0.2387, 0.4848, -0.388, 0.2063, 0.3187, -0.357, 0.3759, -0.2385, -0.5451, 0.6262, 0.0901, -0.0485, 0.4906, 0.407, 0.0643, -0.0076, -0.1555, 0.0278, 0.3152, -0.1198, 0.1211, 0.0596, -0.2254, -0.3611, -0.4983, 0.1349, 0.2382, -0.0022, 0.3705, 0.1159, 0.2078, -0.3892, -0.2719, 0.0058, -0.023, 0.5035]"
"rekomendasi pemilihan jurusan perguruan tinggi menggunakan metode analytical hierarchy process – complex
proportional assessment","[-0.2963, -0.1288, 0.1136, -0.4007, -0.4364, 0.2805, -0.3922, 0.4613, 0.1236, 0.0644, -0.1451, 0.3198, 0.1075, 0.299, -0.2396, 0.4878, -0.3897, 0.2088, 0.3246, -0.3591, 0.3798, -0.2418, -0.5498, 0.6263, 0.0914, -0.0493, 0.4928, 0.4117, 0.0637, -0.0096, -0.1592, 0.0247, 0.3192, -0.1197, 0.1188, 0.0571, -0.2282, -0.3675, -0.5021, 0.1369, 0.2437, -0.0036, 0.3776, 0.1133, 0.2055, -0.3895, -0.2732, 0.0074, -0.0231, 0.5045]"
"peramalan penjualan batu gamping pada ud eko joyo menggunakan single exponential
smoothing dan double exponential smoothing","[-0.2989, -0.1289, 0.1129, -0.3976, -0.4298, 0.2778, -0.3865, 0.4514, 0.1264, 0.0708, -0.1454, 0.3137, 0.1061, 0.2936, -0.2349, 0.4802, -0.3907, 0.2022, 0.3185, -0.3524, 0.3748, -0.2422, -0.5414, 0.6168, 0.0934, -0.0514, 0.4851, 0.4099, 0.0606, -0.0067, -0.1563, 0.0183, 0.3168, -0.1225, 0.121, 0.0563, -0.2239, -0.3656, -0.4922, 0.1389, 0.2451, -0.0068, 0.3781, 0.1044, 0.205, -0.3861, -0.2655, 0.0087, -0.0208, 0.4927]"
prediksi nilai penutupan forex menggunakanimetodeifuzzy timeiseriesicheng,"[-0.2948, -0.1266, 0.1105, -0.3956, -0.4252, 0.2751, -0.3878, 0.4493, 0.1228, 0.0687, -0.1435, 0.3128, 0.1037, 0.2937, -0.2368, 0.4795, -0.3845, 0.205, 0.3155, -0.3527, 0.3706, -0.238, -0.5383, 0.613, 0.0907, -0.0477, 0.486, 0.4054, 0.0615, -0.0097, -0.1555, 0.0228, 0.3145, -0.1208, 0.1195, 0.0579, -0.2237, -0.3603, -0.494, 0.1339, 0.2384, -0.0023, 0.3693, 0.1089, 0.2067, -0.3859, -0.2669, 0.0072, -0.0246, 0.497]"
rancang bangun alat ukur suhu tubuh otomatis berbasis arduino,"[-0.29, -0.125, 0.1114, -0.3935, -0.4298, 0.2751, -0.3874, 0.4556, 0.1212, 0.064, -0.143, 0.3119, 0.1063, 0.2933, -0.237, 0.4779, -0.3838, 0.2064, 0.3111, -0.3512, 0.3727, -0.237, -0.5407, 0.6168, 0.0865, -0.0455, 0.4864, 0.4058, 0.0629, -0.0073, -0.1565, 0.0251, 0.3152, -0.1171, 0.1176, 0.0583, -0.2279, -0.3596, -0.4904, 0.1339, 0.235, -0.001, 0.3678, 0.1143, 0.2069, -0.3845, -0.2684, 0.0084, -0.0216, 0.4956]"
sistem penilaian karyawan kontrak menjadi karyawan tetap menggunakan metode electre,"[-0.2951, -0.1254, 0.1155, -0.3994, -0.4373, 0.2805, -0.3898, 0.4611, 0.1237, 0.0619, -0.1471, 0.3129, 0.1075, 0.2982, -0.2368, 0.4833, -0.3918, 0.2066, 0.3207, -0.3595, 0.3784, -0.238, -0.5502, 0.6286, 0.0915, -0.0473, 0.4887, 0.4115, 0.0648, -0.0058, -0.1587, 0.022, 0.3168, -0.1199, 0.1225, 0.061, -0.2289, -0.3672, -0.4982, 0.136, 0.2412, -0.0067, 0.3718, 0.1124, 0.2093, -0.3882, -0.2717, 0.0106, -0.0172, 0.5018]"
diagnosa penyakit demam tifoid dengan model algoritma c4.5,"[-0.2846, -0.1235, 0.108, -0.3832, -0.419, 0.2696, -0.3809, 0.4423, 0.1195, 0.0635, -0.1401, 0.3076, 0.1049, 0.2886, -0.2301, 0.47, -0.3751, 0.2006, 0.3058, -0.3436, 0.3645, -0.2323, -0.5276, 0.6034, 0.087, -0.047, 0.4753, 0.3947, 0.0609, -0.0077, -0.1501, 0.0269, 0.3078, -0.1154, 0.1138, 0.0587, -0.2208, -0.3512, -0.481, 0.1312, 0.2306, 0.0006, 0.3605, 0.1125, 0.2018, -0.3767, -0.2655, 0.0059, -0.0234, 0.4865]"
klasifikasi siswa berprestasi menggunakan metode k-nearest neighbor (knn) pada sma negeri 2 situbondo ,"[-0.2937, -0.1317, 0.1096, -0.4027, -0.4345, 0.274, -0.3936, 0.4595, 0.1231, 0.0697, -0.1457, 0.3241, 0.1113, 0.3053, -0.2435, 0.4893, -0.388, 0.211, 0.3214, -0.3604, 0.3787, -0.2448, -0.5502, 0.6312, 0.0889, -0.05, 0.5011, 0.4109, 0.0636, -0.0114, -0.1552, 0.0323, 0.3214, -0.1215, 0.1107, 0.0608, -0.2289, -0.3631, -0.5022, 0.1336, 0.245, 0.0047, 0.3785, 0.1158, 0.2062, -0.392, -0.2801, 0.0054, -0.028, 0.5069]"
"penerapan metode weight product (wp) untuk penilaian pegawai terbaik di dinas kesehatan bidang kesmas
kabupaten jember","[-0.2883, -0.1236, 0.1125, -0.3926, -0.4295, 0.2758, -0.3841, 0.4541, 0.1224, 0.0621, -0.1424, 0.3093, 0.1052, 0.2933, -0.2339, 0.477, -0.3833, 0.2045, 0.3158, -0.353, 0.372, -0.2345, -0.5401, 0.6155, 0.089, -0.049, 0.4811, 0.4033, 0.0643, -0.0072, -0.1568, 0.0234, 0.3123, -0.1182, 0.1199, 0.0574, -0.2235, -0.3586, -0.4927, 0.133, 0.2362, -0.0068, 0.3655, 0.1125, 0.2049, -0.3823, -0.2667, 0.0091, -0.0197, 0.4951]"
kelayakan pengajuan pinjaman atau kredit pada koperasi ganesha menggunakan algoritma c.45,"[-0.2905, -0.1245, 0.1122, -0.3929, -0.4302, 0.2778, -0.389, 0.4561, 0.1218, 0.0649, -0.1423, 0.3145, 0.1082, 0.2948, -0.2342, 0.4798, -0.3845, 0.2058, 0.3148, -0.3522, 0.3761, -0.2373, -0.5397, 0.6186, 0.0884, -0.0472, 0.4901, 0.4028, 0.0596, -0.0105, -0.1556, 0.0279, 0.3149, -0.1152, 0.115, 0.0586, -0.2265, -0.3583, -0.4923, 0.1346, 0.2371, 0.0005, 0.3704, 0.1135, 0.205, -0.3844, -0.2706, 0.0062, -0.0238, 0.4979]"
analisa klasifikasi data kualitas kadar karat emas menggunakan metode modified k-nearest neighbor (mk-nn),"[-0.2914, -0.1297, 0.108, -0.3992, -0.4357, 0.2753, -0.3936, 0.4541, 0.1249, 0.0689, -0.1474, 0.3228, 0.1109, 0.3034, -0.2448, 0.4883, -0.3857, 0.2105, 0.3182, -0.3584, 0.3786, -0.2422, -0.5503, 0.6274, 0.0887, -0.0497, 0.4973, 0.4105, 0.0644, -0.0083, -0.1513, 0.0335, 0.3203, -0.1197, 0.1124, 0.0604, -0.2282, -0.3629, -0.5, 0.1353, 0.2419, 0.0046, 0.3748, 0.1149, 0.2076, -0.3897, -0.2777, 0.0047, -0.0289, 0.5035]"
pengelompokan wilayah penyebaran dbd di kabupaten jember dengan menggunakan bisecting k-means,"[-0.29, -0.1215, 0.1165, -0.3938, -0.4432, 0.271, -0.3865, 0.4559, 0.1197, 0.0608, -0.145, 0.3047, 0.1045, 0.2967, -0.2381, 0.4852, -0.3907, 0.2065, 0.3231, -0.363, 0.3775, -0.2335, -0.5474, 0.6287, 0.0882, -0.0447, 0.4829, 0.41, 0.0663, -0.0111, -0.1577, 0.0247, 0.3176, -0.1133, 0.1279, 0.0543, -0.2251, -0.3668, -0.4981, 0.1343, 0.2342, -0.0106, 0.3701, 0.1146, 0.2051, -0.3866, -0.2689, 0.0066, -0.0206, 0.4927]"
"optimasi penggunaan bahan dalam pembangunan saluran iriasi pada dinas pengairan kabupaten
bondowoso menggunakan metode algoritma genetika","[-0.3009, -0.1299, 0.1131, -0.4071, -0.4458, 0.2827, -0.4027, 0.47, 0.127, 0.0625, -0.1475, 0.3223, 0.1109, 0.3061, -0.2435, 0.4963, -0.3996, 0.2123, 0.3281, -0.3682, 0.3866, -0.2449, -0.5625, 0.6405, 0.0915, -0.0508, 0.5023, 0.4173, 0.0648, -0.0089, -0.1603, 0.0258, 0.3258, -0.1203, 0.1207, 0.0618, -0.2311, -0.3728, -0.5105, 0.1372, 0.2451, -0.0041, 0.3806, 0.116, 0.2131, -0.3962, -0.2787, 0.0079, -0.0226, 0.5122]"
"optimasi metode kmeans dengan algoritma artificial bee colony untuk pengelompokkan penyebaran covid-19 pada
provinsi di indonesia","[-0.2933, -0.1223, 0.1185, -0.3985, -0.4446, 0.2728, -0.3878, 0.457, 0.1186, 0.063, -0.1467, 0.3103, 0.104, 0.2995, -0.2411, 0.4877, -0.3932, 0.2082, 0.3241, -0.3637, 0.38, -0.2364, -0.5502, 0.6328, 0.0891, -0.0453, 0.4875, 0.4153, 0.0655, -0.0109, -0.1554, 0.0264, 0.3221, -0.1151, 0.1262, 0.0533, -0.225, -0.37, -0.5005, 0.1366, 0.2344, -0.0061, 0.3717, 0.1135, 0.2042, -0.3873, -0.2741, 0.0054, -0.0232, 0.4957]"
penerapan n-gram terhadap analisis sentimen pada fitur belanja tiktokshop menggunakan algoritma k-nearest neighbor,"[-0.288, -0.1277, 0.1086, -0.3906, -0.4238, 0.2681, -0.3829, 0.4468, 0.1198, 0.0662, -0.143, 0.3146, 0.1078, 0.296, -0.2392, 0.4763, -0.3795, 0.206, 0.3119, -0.3526, 0.3688, -0.236, -0.5363, 0.6147, 0.0847, -0.0472, 0.485, 0.4017, 0.0621, -0.0099, -0.1501, 0.0304, 0.3135, -0.1188, 0.1132, 0.0576, -0.2225, -0.3573, -0.4884, 0.1335, 0.2361, 0.0044, 0.3666, 0.1143, 0.2033, -0.3822, -0.2705, 0.0066, -0.0275, 0.4918]"
identifikasi bukti digital pada aplikasi whatsapp berbasis desktop menggunakan live forensic,"[-0.2842, -0.1247, 0.1096, -0.3887, -0.4207, 0.2689, -0.3786, 0.446, 0.1196, 0.0623, -0.1399, 0.308, 0.1045, 0.2903, -0.234, 0.4706, -0.377, 0.2015, 0.3098, -0.3473, 0.3649, -0.231, -0.5322, 0.6058, 0.087, -0.0477, 0.4767, 0.3982, 0.0611, -0.0084, -0.1523, 0.0251, 0.308, -0.1169, 0.1141, 0.0563, -0.219, -0.3533, -0.484, 0.1337, 0.2331, 0.0015, 0.3613, 0.1117, 0.2005, -0.3777, -0.2626, 0.0074, -0.0239, 0.4869]"
sentimen analisis pada data ulasan aplikasi kai access di google playstore menggunakan metode multinomial naive bayes,"[-0.2922, -0.135, 0.1099, -0.4035, -0.4374, 0.2755, -0.3934, 0.4582, 0.1248, 0.0683, -0.1468, 0.3248, 0.1144, 0.3065, -0.2487, 0.4913, -0.3913, 0.2122, 0.322, -0.3676, 0.3792, -0.2459, -0.5528, 0.6343, 0.0855, -0.0478, 0.5049, 0.4142, 0.0651, -0.0116, -0.1548, 0.0352, 0.3254, -0.1247, 0.1117, 0.0611, -0.2308, -0.3674, -0.504, 0.1367, 0.2467, 0.0083, 0.3798, 0.1175, 0.2106, -0.3942, -0.2798, 0.0063, -0.033, 0.5081]"
rancang bangun game edukasi peristiwa kebangsaan masa penjajahan tematik 7 kelas 5 sd berbasis android,"[-0.2862, -0.1248, 0.1108, -0.3881, -0.4237, 0.2719, -0.3811, 0.4498, 0.1189, 0.0621, -0.1406, 0.3081, 0.1057, 0.2915, -0.2322, 0.4718, -0.3792, 0.2022, 0.3125, -0.3492, 0.3682, -0.2327, -0.5339, 0.6099, 0.0876, -0.0467, 0.4793, 0.3994, 0.0615, -0.0089, -0.1542, 0.0245, 0.3103, -0.1173, 0.1141, 0.0568, -0.221, -0.3558, -0.4878, 0.1322, 0.2358, -0.0016, 0.3639, 0.1105, 0.2017, -0.3789, -0.2649, 0.0078, -0.0236, 0.4897]"
implementasi metode least square untuk peramalan penjualan tape di kabupaten bondowoso,"[-0.288, -0.1259, 0.1092, -0.3892, -0.4245, 0.2715, -0.3789, 0.4486, 0.1208, 0.0638, -0.1431, 0.3069, 0.1045, 0.2889, -0.2323, 0.4745, -0.3805, 0.2013, 0.3122, -0.349, 0.3686, -0.2332, -0.5323, 0.6093, 0.0877, -0.0466, 0.4786, 0.4006, 0.0625, -0.0081, -0.1546, 0.0236, 0.3089, -0.1171, 0.1181, 0.0553, -0.2213, -0.356, -0.4864, 0.1324, 0.2349, -0.0018, 0.3638, 0.1098, 0.2018, -0.3785, -0.2653, 0.0082, -0.0233, 0.4878]"
